,year_ms,month_ms,generacion,tot_hr,fp
0,2016,1,10835.0616,744,0.21508277711873697
1,2016,2,14428.424299999999,696,0.3061659235549852
2,2016,3,15457.2555,744,0.3068362287459326
3,2016,4,12381.255700000002,720,0.25396822437191297
4,2016,5,11233.1562,744,0.22298520492994317
5,2016,6,10403.152499999998,720,0.21339274725545215
6,2016,7,10482.5788,744,0.20808577218148872
7,2016,8,13046.993999999999,744,0.258991024340046
8,2016,9,14715.805,720,0.3018552363839249
9,2016,10,16806.6504,744,0.3336225649234639
10,2016,11,16978.778299999998,720,0.3482740588949605
11,2016,12,17594.7146,744,0.34926613419342134
12,2017,1,15296.5704,744,0.30364652860157887
13,2017,2,13836.7425,672,0.3040967453108847
14,2017,3,14771.3384,744,0.29322034355878884
15,2017,4,13240.6698,720,0.27159679761728944
16,2017,5,10160.058,720,0.20840631615221783
17,2017,6,10111.699,720,0.2074143610823939
18,2017,7,11271.4043,744,0.22374445373453836
19,2017,8,13354.7121,744,0.2650994218703103
20,2017,9,14522.5923,720,0.29789199650470144
21,2017,10,16911.646800000002,744,0.33570680940062225
22,2017,11,17007.346,720,0.3488600485731634
23,2017,12,17230.6522,744,0.34203926692424846
24,2018,1,16089.7668,744,0.31939197526452945
25,2018,2,13275.685099999999,672,0.29176611696591204
26,2018,3,14748.1195,744,0.2927594338124481
27,2018,4,12328.7961,720,0.2528921565007631
28,2018,5,11665.0371,744,0.23155831201375887
29,2018,6,9630.4824,720,0.19754349431398616
30,2018,7,9658.3149,744,0.19172361613331998
31,2018,8,12741.2748,744,0.2529223062300799
32,2018,9,14194.0284,720,0.29115239009501304
33,2018,10,16092.6804,744,0.31944981205425416
34,2018,11,16825.1578,720,0.34512294671720906
35,2018,12,16832.557399999998,744,0.33413683514291653
36,2019,1,14781.6701,744,0.29342543429203927
37,2019,2,11650.426500000001,672,0.2560470269742811
38,2019,3,1537.3431,72,0.3153446684389308
