,year_ms,month_ms,generacion,tot_hr,fp
0,2016,4,0.0,312,0.0
1,2016,5,0.0,744,0.0
2,2016,6,1355.439189966,720,0.04092509631539855
3,2016,7,5538.599999999999,744,0.16183380084151472
4,2016,8,6922.4,744,0.2022674146797569
5,2016,9,4188.8,720,0.12647342995169084
6,2016,10,1658.6,744,0.04846306685366994
7,2016,11,3226.1000000000004,720,0.09740640096618358
8,2016,12,710.5,744,0.02076028517999065
9,2017,1,1216.4,744,0.035542309490416084
10,2017,2,848.0999999999999,672,0.02743594720496894
11,2017,3,6199.0,744,0.181130201028518
12,2017,4,1357.7,720,0.0409933574879227
13,2017,5,743.69,744,0.021730072463768117
14,2017,6,1808.8,720,0.05461352657004831
15,2017,7,2805.7999999999997,744,0.08198340345956054
16,2017,8,3183.66,744,0.09302419354838709
17,2017,9,2225.25,720,0.0671875
18,2017,10,2255.74,744,0.06591105656848995
19,2017,11,2550.4,720,0.0770048309178744
20,2017,12,1038.65,744,0.03034858578775129
21,2018,1,3130.7299999999996,744,0.09147761804581579
22,2018,2,4271.09,672,0.13816931935817806
23,2018,3,7355.2,744,0.21491351098644226
24,2018,4,8235.18,720,0.24864673913043478
25,2018,5,7380.07,744,0.21564019401589526
26,2018,6,7334.870000000001,720,0.2214634661835749
27,2018,7,7855.24,744,0.22952431042543245
28,2018,8,9589.0,744,0.2801834969611968
29,2018,9,9441.3,720,0.28506340579710143
30,2018,10,8588.0,744,0.25093501636278637
31,2018,11,8695.3,720,0.2625392512077295
32,2018,12,7721.1,744,0.22560483870967743
33,2019,1,7795.08,744,0.2277664796633941
34,2019,2,6961.379999999999,672,0.2251999223602484
35,2019,3,1139.06,96,0.2579393115942029
