,id_central,central_nombre,fecha,hora,generacion,energia_ernc,tipo_central
6768,339,SOL DEL NORTE,2017-08-01,1,0.0,0.0,Solar
6769,339,SOL DEL NORTE,2017-08-01,2,0.0,0.0,Solar
6770,339,SOL DEL NORTE,2017-08-01,3,0.0,0.0,Solar
6771,339,SOL DEL NORTE,2017-08-01,4,0.0,0.0,Solar
6772,339,SOL DEL NORTE,2017-08-01,5,0.0,0.0,Solar
6773,339,SOL DEL NORTE,2017-08-01,6,0.0,0.0,Solar
6774,339,SOL DEL NORTE,2017-08-01,7,0.0,0.0,Solar
6775,339,SOL DEL NORTE,2017-08-01,8,0.0,0.0,Solar
6776,339,SOL DEL NORTE,2017-08-01,9,0.0,0.0,Solar
6777,339,SOL DEL NORTE,2017-08-01,10,0.2,0.2,Solar
6778,339,SOL DEL NORTE,2017-08-01,11,1.0,1.0,Solar
6779,339,SOL DEL NORTE,2017-08-01,12,2.5,2.5,Solar
6780,339,SOL DEL NORTE,2017-08-01,13,2.8,2.8,Solar
6781,339,SOL DEL NORTE,2017-08-01,14,2.0,2.0,Solar
6782,339,SOL DEL NORTE,2017-08-01,15,2.2,2.2,Solar
6783,339,SOL DEL NORTE,2017-08-01,16,2.0,2.0,Solar
6784,339,SOL DEL NORTE,2017-08-01,17,1.3,1.3,Solar
6785,339,SOL DEL NORTE,2017-08-01,18,0.3,0.3,Solar
6786,339,SOL DEL NORTE,2017-08-01,19,0.0,0.0,Solar
6787,339,SOL DEL NORTE,2017-08-01,20,0.0,0.0,Solar
6788,339,SOL DEL NORTE,2017-08-01,21,0.0,0.0,Solar
6789,339,SOL DEL NORTE,2017-08-01,22,0.0,0.0,Solar
6790,339,SOL DEL NORTE,2017-08-01,23,0.0,0.0,Solar
6791,339,SOL DEL NORTE,2017-08-01,24,0.0,0.0,Solar
12096,339,SOL DEL NORTE,2017-08-02,1,0.0,0.0,Solar
12097,339,SOL DEL NORTE,2017-08-02,2,0.0,0.0,Solar
12098,339,SOL DEL NORTE,2017-08-02,3,0.0,0.0,Solar
12099,339,SOL DEL NORTE,2017-08-02,4,0.0,0.0,Solar
12100,339,SOL DEL NORTE,2017-08-02,5,0.0,0.0,Solar
12101,339,SOL DEL NORTE,2017-08-02,6,0.0,0.0,Solar
12102,339,SOL DEL NORTE,2017-08-02,7,0.0,0.0,Solar
12103,339,SOL DEL NORTE,2017-08-02,8,0.0,0.0,Solar
12104,339,SOL DEL NORTE,2017-08-02,9,0.3,0.3,Solar
12105,339,SOL DEL NORTE,2017-08-02,10,1.5,1.5,Solar
12106,339,SOL DEL NORTE,2017-08-02,11,2.3,2.3,Solar
12107,339,SOL DEL NORTE,2017-08-02,12,2.6,2.6,Solar
12108,339,SOL DEL NORTE,2017-08-02,13,2.8,2.8,Solar
12109,339,SOL DEL NORTE,2017-08-02,14,2.7,2.7,Solar
12110,339,SOL DEL NORTE,2017-08-02,15,2.4,2.4,Solar
12111,339,SOL DEL NORTE,2017-08-02,16,2.0,2.0,Solar
12112,339,SOL DEL NORTE,2017-08-02,17,1.4,1.4,Solar
12113,339,SOL DEL NORTE,2017-08-02,18,0.3,0.3,Solar
12114,339,SOL DEL NORTE,2017-08-02,19,0.0,0.0,Solar
12115,339,SOL DEL NORTE,2017-08-02,20,0.0,0.0,Solar
12116,339,SOL DEL NORTE,2017-08-02,21,0.0,0.0,Solar
12117,339,SOL DEL NORTE,2017-08-02,22,0.0,0.0,Solar
12118,339,SOL DEL NORTE,2017-08-02,23,0.0,0.0,Solar
12119,339,SOL DEL NORTE,2017-08-02,24,0.0,0.0,Solar
20400,339,SOL DEL NORTE,2017-08-03,1,0.0,0.0,Solar
20401,339,SOL DEL NORTE,2017-08-03,2,0.0,0.0,Solar
20402,339,SOL DEL NORTE,2017-08-03,3,0.0,0.0,Solar
20403,339,SOL DEL NORTE,2017-08-03,4,0.0,0.0,Solar
20404,339,SOL DEL NORTE,2017-08-03,5,0.0,0.0,Solar
20405,339,SOL DEL NORTE,2017-08-03,6,0.0,0.0,Solar
20406,339,SOL DEL NORTE,2017-08-03,7,0.0,0.0,Solar
20407,339,SOL DEL NORTE,2017-08-03,8,0.0,0.0,Solar
20408,339,SOL DEL NORTE,2017-08-03,9,0.4,0.4,Solar
20409,339,SOL DEL NORTE,2017-08-03,10,1.5,1.5,Solar
20410,339,SOL DEL NORTE,2017-08-03,11,2.2,2.2,Solar
20411,339,SOL DEL NORTE,2017-08-03,12,2.5,2.5,Solar
20412,339,SOL DEL NORTE,2017-08-03,13,2.7,2.7,Solar
20413,339,SOL DEL NORTE,2017-08-03,14,2.7,2.7,Solar
20414,339,SOL DEL NORTE,2017-08-03,15,2.5,2.5,Solar
20415,339,SOL DEL NORTE,2017-08-03,16,2.1,2.1,Solar
20416,339,SOL DEL NORTE,2017-08-03,17,1.3,1.3,Solar
20417,339,SOL DEL NORTE,2017-08-03,18,0.3,0.3,Solar
20418,339,SOL DEL NORTE,2017-08-03,19,0.0,0.0,Solar
20419,339,SOL DEL NORTE,2017-08-03,20,0.0,0.0,Solar
20420,339,SOL DEL NORTE,2017-08-03,21,0.0,0.0,Solar
20421,339,SOL DEL NORTE,2017-08-03,22,0.0,0.0,Solar
20422,339,SOL DEL NORTE,2017-08-03,23,0.0,0.0,Solar
20423,339,SOL DEL NORTE,2017-08-03,24,0.0,0.0,Solar
31584,339,SOL DEL NORTE,2017-08-04,1,0.0,0.0,Solar
31585,339,SOL DEL NORTE,2017-08-04,2,0.0,0.0,Solar
31586,339,SOL DEL NORTE,2017-08-04,3,0.0,0.0,Solar
31587,339,SOL DEL NORTE,2017-08-04,4,0.0,0.0,Solar
31588,339,SOL DEL NORTE,2017-08-04,5,0.0,0.0,Solar
31589,339,SOL DEL NORTE,2017-08-04,6,0.0,0.0,Solar
31590,339,SOL DEL NORTE,2017-08-04,7,0.0,0.0,Solar
31591,339,SOL DEL NORTE,2017-08-04,8,0.0,0.0,Solar
31592,339,SOL DEL NORTE,2017-08-04,9,0.4,0.4,Solar
31593,339,SOL DEL NORTE,2017-08-04,10,1.5,1.5,Solar
31594,339,SOL DEL NORTE,2017-08-04,11,2.2,2.2,Solar
31595,339,SOL DEL NORTE,2017-08-04,12,2.6,2.6,Solar
31596,339,SOL DEL NORTE,2017-08-04,13,2.7,2.7,Solar
31597,339,SOL DEL NORTE,2017-08-04,14,2.7,2.7,Solar
31598,339,SOL DEL NORTE,2017-08-04,15,2.5,2.5,Solar
31599,339,SOL DEL NORTE,2017-08-04,16,2.0,2.0,Solar
31600,339,SOL DEL NORTE,2017-08-04,17,1.4,1.4,Solar
31601,339,SOL DEL NORTE,2017-08-04,18,0.3,0.3,Solar
31602,339,SOL DEL NORTE,2017-08-04,19,0.0,0.0,Solar
31603,339,SOL DEL NORTE,2017-08-04,20,0.0,0.0,Solar
31604,339,SOL DEL NORTE,2017-08-04,21,0.0,0.0,Solar
31605,339,SOL DEL NORTE,2017-08-04,22,0.0,0.0,Solar
31606,339,SOL DEL NORTE,2017-08-04,23,0.0,0.0,Solar
31607,339,SOL DEL NORTE,2017-08-04,24,0.0,0.0,Solar
44088,339,SOL DEL NORTE,2017-08-05,1,0.0,0.0,Solar
44089,339,SOL DEL NORTE,2017-08-05,2,0.0,0.0,Solar
44090,339,SOL DEL NORTE,2017-08-05,3,0.0,0.0,Solar
44091,339,SOL DEL NORTE,2017-08-05,4,0.0,0.0,Solar
44092,339,SOL DEL NORTE,2017-08-05,5,0.0,0.0,Solar
44093,339,SOL DEL NORTE,2017-08-05,6,0.0,0.0,Solar
44094,339,SOL DEL NORTE,2017-08-05,7,0.0,0.0,Solar
44095,339,SOL DEL NORTE,2017-08-05,8,0.0,0.0,Solar
44096,339,SOL DEL NORTE,2017-08-05,9,0.2,0.2,Solar
44097,339,SOL DEL NORTE,2017-08-05,10,1.0,1.0,Solar
44098,339,SOL DEL NORTE,2017-08-05,11,2.2,2.2,Solar
44099,339,SOL DEL NORTE,2017-08-05,12,2.6,2.6,Solar
