,year_ms,month_ms,generacion,tot_hr,fp
0,2015,1,795.4,48,0.24009437151660917
1,2015,2,2446.1,384,0.09229551831889266
2,2015,3,3516.1,744,0.06847403373344713
3,2015,4,9466.0,720,0.19048975951523114
4,2015,5,11029.5,744,0.21479319560395185
5,2015,6,9819.0,720,0.19759338143672667
6,2015,7,9935.6,744,0.19349011961037435
7,2015,8,9650.2,744,0.18793211806675336
8,2015,9,14929.9,720,0.3004429601295636
9,2015,10,13630.8,744,0.26545202326835726
10,2015,11,13620.699999999999,720,0.27409717593800004
11,2015,12,12284.3,744,0.23922970694570247
12,2016,1,13621.199999999999,744,0.2652650687665396
13,2016,2,12591.8,696,0.2621296859756392
14,2016,3,14643.1,744,0.2851659859964846
15,2016,4,9761.5,720,0.19643627588294196
16,2016,5,7211.206190000001,744,0.14043411049540763
17,2016,6,6603.2,720,0.13287998943914792
18,2016,7,9007.7,744,0.17541979854406067
19,2016,8,12150.7,744,0.23662792346207334
20,2016,9,14696.0,720,0.295736055972516
21,2016,10,17403.699999999997,744,0.3389270899254269
22,2016,11,14841.600000000002,720,0.29866604847044737
23,2016,12,13563.900000000001,744,0.2641491840838155
24,2017,1,13524.800000000001,744,0.2633877339774539
25,2017,2,12584.2,672,0.2713275970795749
26,2017,3,12333.2,744,0.24018200643933624
27,2017,4,10708.8,720,0.21549933833685897
28,2017,5,7890.500000000001,744,0.1536629683950299
29,2017,6,7550.710999999999,720,0.15194729796735795
30,2017,7,9408.799,744,0.1832309718487027
31,2017,8,10262.684000000001,744,0.1998598931804295
32,2017,9,11348.87,720,0.22837983489009311
33,2017,10,13953.36,744,0.27173369452943086
34,2017,11,14842.59,720,0.2986859708095473
35,2017,12,17110.184,744,0.33321103393006096
36,2018,1,16777.845,744,0.3267389222446879
37,2018,2,13900.990000000002,672,0.2997188707845711
38,2018,3,15830.385,744,0.3082876813809207
39,2018,4,12331.468,720,0.24815321928900996
40,2018,5,10686.235,744,0.20810830632619762
41,2018,6,9122.091,720,0.18356908101268268
42,2018,7,9354.287,744,0.18216938186921475
43,2018,8,9395.81,744,0.18297801851285794
44,2018,9,14588.34,720,0.29356955190433415
45,2018,10,17054.765,744,0.3321317806450366
46,2018,11,17377.069000000003,720,0.3496887486678194
47,2018,12,18744.231,744,0.3650331633916912
48,2019,1,16943.865,744,0.3299720666604972
49,2019,2,14974.856,672,0.32287246667191033
50,2019,3,2071.9860000000003,96,0.3127182401692313
