,year_ms,month_ms,generacion,tot_hr,fp
0,2018,5,0.0,552,0.0
1,2018,6,0.0,720,0.0
2,2018,7,87.4689644139,744,0.039188604128091394
3,2018,8,78.4159881913,744,0.035132611196819
4,2018,9,349.9455964886,720,0.1620118502262037
5,2018,10,483.4732749942,744,0.21660989023037633
6,2018,11,674.3239236202,720,0.31218700167601854
7,2018,12,780.4095569296,744,0.3496458588394265
8,2019,1,756.4312892463,744,0.338902907368414
9,2019,2,615.4299092102,672,0.30527277242569445
10,2019,3,64.40060942779999,96,0.2236132271798611
