,year_ms,month_ms,generacion,tot_hr,fp
0,2017,2,35.833,552,0.1622871376811594
1,2017,3,39.65990000000001,744,0.1332657930107527
2,2017,4,30.216910000000002,720,0.1049198263888889
3,2017,5,16.5313,744,0.05554872311827957
4,2017,6,14.1638,720,0.04917986111111111
5,2017,7,16.339,744,0.05490255376344085
6,2017,8,20.467,744,0.06877352150537633
7,2017,9,35.642,720,0.12375694444444446
8,2017,10,36.486999999999995,744,0.12260416666666664
9,2017,11,46.101,720,0.16007291666666668
10,2017,12,54.422,744,0.18286962365591394
11,2018,1,49.879000000000005,744,0.16760416666666667
12,2018,2,42.744,672,0.15901785714285713
13,2018,3,45.3652,744,0.15243682795698923
14,2018,4,30.825,720,0.10703125
15,2018,5,22.0421,744,0.07406619623655913
16,2018,6,14.728000000000002,720,0.05113888888888889
17,2018,7,16.842,744,0.05659274193548386
18,2018,8,25.899300000000004,744,0.08702721774193549
19,2018,9,37.974999999999994,720,0.13185763888888888
20,2018,10,41.55,744,0.13961693548387094
21,2018,11,51.26,720,0.1779861111111111
22,2018,12,58.870000000000005,744,0.19781586021505376
23,2019,1,55.766000000000005,744,0.18738575268817204
24,2019,2,45.757000000000005,672,0.17022693452380955
25,2019,3,5.84,96,0.15208333333333332
