,year_ms,month_ms,generacion,tot_hr,fp
0,2015,12,249.2,96,0.027912186379928313
1,2016,1,2979.6,744,0.04306278182448838
2,2016,2,4129.2,696,0.06379310344827586
3,2016,3,4930.3,744,0.0712553474390103
4,2016,4,4490.3,720,0.0670594384707288
5,2016,5,3801.002704161,744,0.054934135509321885
6,2016,6,5740.484616294,720,0.08573005699363799
7,2016,7,9050.123819626,744,0.13079725719195862
8,2016,8,12332.24,744,0.1782321655682738
9,2016,9,16384.18,720,0.24468608124253285
10,2016,10,18497.87,744,0.2673411666088565
11,2016,11,19215.949999999997,720,0.28697655316606924
12,2016,12,18837.659999999996,744,0.2722519944502254
13,2017,1,15586.09,744,0.22525855590241647
14,2017,2,15900.810000000001,672,0.2544292434715822
15,2017,3,16057.429999999998,744,0.23207061510001153
16,2017,4,12789.630000000001,720,0.19100403225806453
17,2017,5,10098.27,744,0.14594562955254944
18,2017,6,10585.599999999999,720,0.15808841099163679
19,2017,7,14208.990000000002,744,0.20535596600763095
20,2017,8,14395.79,744,0.2080557000809342
21,2017,9,15424.64,720,0.23035603345280764
22,2017,10,17248.14,744,0.24927939646201872
23,2017,11,18470.019999999997,720,0.2758366188769414
24,2017,12,19533.32,744,0.28230604694184297
25,2018,1,21612.43,744,0.3123544629436929
26,2018,2,19425.58,672,0.3108291730670763
27,2018,3,21544.760000000002,744,0.31137645970632444
28,2018,4,17649.36,720,0.2635806451612903
29,2018,5,13289.87,744,0.19207234940455545
30,2018,6,13142.45,720,0.19627314814814817
31,2018,7,13267.48,744,0.19174875708174355
32,2018,8,17718.94,744,0.2560836512891664
33,2018,9,20027.99,720,0.2991037933094385
34,2018,10,23391.85,744,0.3380715978725864
35,2018,11,25770.0,720,0.38485663082437277
36,2018,12,27531.92,744,0.3979061163140247
37,2019,1,24567.65,744,0.3550648918950168
38,2019,2,21167.11,672,0.33869543650793654
39,2019,3,3094.25,96,0.34657818100358423
