,year_ms,month_ms,generacion,tot_hr,fp
0,2017,3,9130.4967,576,0.10809845042848701
1,2017,4,17098.3943,672,0.17351363295761568
2,2017,5,19847.7838,720,0.1879866775019701
3,2017,6,3334.7937999999995,168,0.13536526933468424
4,2017,7,8206.7647,312,0.179376248041602
5,2017,8,28871.2716,744,0.26463088230118087
6,2017,9,31579.0463,720,0.29909838057677157
7,2017,10,32663.148699999998,744,0.29938680841531307
8,2017,11,20114.4602,480,0.28576872215402804
9,2017,12,24836.226199999997,600,0.28228116703036915
10,2018,1,29010.962999999996,744,0.2659112782236066
11,2018,2,26789.9423,672,0.2718629675768971
12,2018,3,32568.5396,744,0.2985196318685509
13,2018,4,27072.5374,720,0.2564153463508517
14,2018,5,24407.380599999997,744,0.22371535110489296
15,2018,6,19814.911200000002,696,0.1941468903436989
16,2018,7,19834.7825,744,0.18180342265309238
17,2018,8,28615.74,744,0.26228870791756864
18,2018,9,33590.931899999996,720,0.3181537921667576
19,2018,10,37727.205299999994,744,0.3458033911224328
20,2018,11,40319.9825,720,0.3818874501803358
21,2018,12,40885.331,744,0.374750421997548
22,2019,1,36020.5191,744,0.33016009417401404
23,2019,2,29502.3109,672,0.29938794573851096
24,2019,3,3316.6659999999997,72,0.3141353352124629
