,year_ms,month_ms,generacion,tot_hr,fp
0,2018,5,438.4319944302,384,0.12686110949947918
1,2018,6,511.20264754740003,408,0.13921640728415033
2,2018,7,820.4794249587,648,0.14068577245519545
3,2018,8,1280.8518952567001,744,0.19128612533702213
4,2018,9,1313.4177439929,720,0.20268792345569442
5,2018,10,1792.9285513779,744,0.2677611337183244
6,2018,11,2427.2495174049,720,0.37457554280939814
7,2018,12,2736.165720202,744,0.4086268996717443
8,2019,1,2514.6818186319,744,0.3755498534396505
9,2019,2,1962.2115754185,672,0.3244397446128472
10,2019,3,219.63350735350002,96,0.2542054483258102
