,year_ms,month_ms,generacion,tot_hr,fp
0,2017,9,385.294,600,0
1,2017,10,675.164,744,0
2,2017,11,756.6400000000001,720,0
3,2017,12,883.7,744,0
4,2018,1,881.548,744,0
5,2018,2,722.6510000000001,672,0
6,2018,3,716.392,744,0
7,2018,4,521.8125705026,720,0
8,2018,5,330.8586897235,744,0
9,2018,6,324.5611427264,720,0
10,2018,7,354.3529877486,744,0
11,2018,8,469.0353452087,744,0
12,2018,9,476.26195034250003,720,0
13,2018,10,556.3905156196,744,0
14,2018,11,726.4959767882001,720,0
15,2018,12,957.9629996762999,744,0
16,2019,1,900.4315668315,744,0
17,2019,2,729.1153834665,672,0
18,2019,3,71.99321726630001,96,0
