,year_ms,month_ms,generacion,tot_hr,fp
0,2014,1,248.2,744,0.2606266801075269
1,2014,2,206.5,672,0.24007161458333334
2,2014,3,211.0,744,0.22156418010752688
3,2014,4,152.9,720,0.16590711805555555
4,2014,5,123.4,744,0.1295782930107527
5,2014,6,136.8,720,0.1484375
6,2014,7,153.2,744,0.16087029569892472
7,2014,8,183.3,744,0.1924773185483871
8,2014,9,189.0,720,0.205078125
9,2014,10,195.3,744,0.205078125
10,2014,11,189.0,720,0.205078125
11,2014,12,194.75,744,0.2045005880376344
12,2015,1,221.77,744,0.23287340389784947
13,2015,2,167.56,672,0.19480096726190477
14,2015,3,161.49,744,0.16957535282258066
15,2015,4,152.41000000000003,720,0.1653754340277778
16,2015,5,176.0,744,0.18481182795698925
17,2015,6,123.50999999999999,720,0.13401692708333332
18,2015,7,139.20999999999998,744,0.14617985551075266
19,2015,8,128.93,744,0.13538516465053763
20,2015,9,189.23,720,0.2053276909722222
21,2015,10,158.63,744,0.16657216061827956
22,2015,11,232.3,720,0.2520616319444445
23,2015,12,230.99,744,0.24255502352150538
24,2016,1,210.39,744,0.2209236391129032
25,2016,2,220.14999999999998,696,0.24711521192528732
26,2016,3,201.75,744,0.21185105846774194
27,2016,4,114.32000000000001,696,0.12832255747126436
28,2016,5,56.45,600,0.07350260416666667
29,2016,6,35.097899999999996,720,0.03808365885416666
30,2016,7,29.029000000000003,744,0.030482400873655915
31,2016,8,0.0,744,0.0
32,2016,9,0.0,720,0.0
33,2016,10,0.0,744,0.0
34,2016,11,0.0,720,0.0
35,2016,12,0.0,744,0.0
36,2017,1,0.0,744,0.0
37,2017,2,0.0,672,0.0
38,2017,3,0.0,744,0.0
39,2017,4,0.0,720,0.0
40,2017,5,0.0,744,0.0
41,2017,6,0.0,720,0.0
42,2017,7,0.0,744,0.0
43,2017,8,0.0,744,0.0
44,2017,9,0.0,720,0.0
45,2017,10,0.0,744,0.0
46,2017,11,0.0,720,0.0
47,2017,12,0.0,744,0.0
48,2018,1,0.0,744,0.0
49,2018,2,0.0,672,0.0
50,2018,3,0.0,744,0.0
51,2018,4,0.0,720,0.0
52,2018,5,0.0,744,0.0
53,2018,6,0.0,720,0.0
54,2018,7,0.0,744,0.0
55,2018,8,0.0,744,0.0
56,2018,9,0.0,720,0.0
57,2018,10,0.0,744,0.0
58,2018,11,0.0,720,0.0
59,2018,12,0.0,744,0.0
60,2019,1,0.0,744,0.0
61,2019,2,0.0,672,0.0
62,2019,3,0.0,72,0.0
