,year_ms,month_ms,generacion,tot_hr,fp
0,2017,5,768.4290000000001,576,0
1,2017,6,1597.6729,696,0
2,2017,7,2515.0748999999996,936,0
3,2017,8,15871.285899999999,1368,0
4,2017,9,19388.504200000003,1440,0
5,2017,10,19929.702,1080,0
6,2017,11,22489.7459,720,0
7,2017,12,26510.7242,744,0
8,2018,1,27743.702,744,0
9,2018,2,24732.7131,672,0
10,2018,3,28235.1978,744,0
11,2018,4,22879.1719,720,0
12,2018,5,21817.521800000002,744,0
13,2018,6,18643.1071,720,0
14,2018,7,18546.1894,744,0
15,2018,8,24524.413699999997,744,0
16,2018,9,27677.028400000003,720,0
17,2018,10,29694.3507,744,0
18,2018,11,27967.8925,1392,0
19,2018,12,31738.0231,1488,0
20,2019,1,0.0,744,0
