,year_ms,month_ms,generacion,tot_hr,fp
0,2017,1,9760.478299999999,576,0.3209332353482744
1,2017,2,14303.742,672,0.4031312567640693
2,2017,3,11016.1442,696,0.2997688142197841
3,2017,4,10640.7526,720,0.2799019518097643
4,2017,5,8508.071,720,0.22380237268518519
5,2017,6,8115.776100000001,720,0.2134831676136364
6,2017,7,9298.9056,744,0.2367145650048876
7,2017,8,11945.387999999999,744,0.30408388318670576
8,2017,9,13587.2136,720,0.3574077651515151
9,2017,10,15922.731700000002,744,0.4053318390558815
10,2017,11,14680.728200000001,720,0.3861723537457913
11,2017,12,16457.9473,744,0.41895638084473774
12,2018,1,16229.483800000002,744,0.41314057408765076
13,2018,2,12280.5,648,0.35892781986531985
14,2018,3,14237.3344,744,0.36242807103290975
15,2018,4,11699.232199999999,720,0.3077449547558922
16,2018,5,10611.7353,744,0.2701341871334311
17,2018,6,9196.08,720,0.24190025252525252
18,2018,7,9166.1747,744,0.23333574403307267
19,2018,8,12001.6087,744,0.3055150471448355
20,2018,9,13823.7785,720,0.3636305371422559
21,2018,10,14859.953000000001,744,0.37827755885467584
22,2018,11,13564.2755,672,0.3822904124954906
23,2018,12,16263.958,744,0.41401815534376024
24,2019,1,15214.152600000001,744,0.3872941257331379
25,2019,2,12719.7978,672,0.35848997226731605
26,2019,3,1427.8452000000002,72,0.3755905934343435
