,year_ms,month_ms,generacion,tot_hr,fp
0,2016,7,157.15,336,0.16239872685185186
1,2016,8,446.18,744,0.20823066009557947
2,2016,9,431.68,720,0.20817901234567904
3,2016,10,436.99,744,0.20394171893667865
4,2016,11,610.88,720,0.2945987654320988
5,2016,12,614.13,744,0.2866123431899642
6,2017,1,601.05,744,0.2805079525089606
7,2017,2,570.79,672,0.2949270419973545
8,2017,3,544.78,744,0.2542469384707288
9,2017,4,430.24,720,0.20748456790123457
10,2017,5,286.15999999999997,744,0.13354988052568698
11,2017,6,274.83,720,0.13253761574074074
12,2017,7,324.87,744,0.15161570340501793
13,2017,8,405.75,744,0.18936211917562726
14,2017,9,477.13,720,0.2300974151234568
15,2017,10,512.48,744,0.23917264038231784
16,2017,11,541.12,720,0.2609567901234568
17,2017,12,673.71,744,0.3144181227598567
18,2018,1,538.5,744,0.2513160842293907
19,2018,2,397.28999999999996,672,0.20527963789682538
20,2018,3,553.76,744,0.25843787335722823
21,2018,4,442.72,720,0.2135030864197531
22,2018,5,322.6090562723,744,0.1505605288009166
23,2018,6,314.04203410519995,720,0.15144774021277005
24,2018,7,327.47478450129995,744,0.1528313473068343
25,2018,8,421.4145977427,744,0.19667273266815077
26,2018,9,455.649824042,720,0.21973853397087192
27,2018,10,551.2146606171,744,0.25724997228620633
28,2018,11,612.6137093459,720,0.29543485211511383
29,2018,12,656.2607020016001,744,0.30627459584154726
30,2019,1,637.9698822564001,744,0.297738333639673
31,2019,2,529.1218713233,672,0.27339713093341805
32,2019,3,61.94064686990001,96,0.2240330109588397
