,year_ms,month_ms,generacion,tot_hr,fp
0,2016,4,42.86,600,0.02381111111111111
1,2016,5,159.23,744,0.07133960573476703
2,2016,6,177.78,720,0.08230555555555556
3,2016,7,217.85,744,0.09760304659498208
4,2016,8,3019.28,744,1.3527240143369177
5,2016,9,428.06000000000006,720,0.19817592592592595
6,2016,10,538.99,744,0.24148297491039428
7,2016,11,729.54,720,0.33775
8,2016,12,633.21,744,0.2836962365591398
9,2017,1,439.94,744,0.1971057347670251
10,2017,2,72.86999999999999,672,0.03614583333333333
11,2017,3,0.0,744,0.0
12,2017,4,48.67349,720,0.02253402314814815
13,2017,5,70.59,744,0.03162634408602151
14,2017,6,240.95,720,0.11155092592592591
15,2017,7,295.52,744,0.13240143369175628
16,2017,8,361.32,744,0.1618817204301075
17,2017,9,448.55,720,0.20766203703703703
18,2017,10,547.61,744,0.24534498207885305
19,2017,11,633.0999999999999,720,0.29310185185185184
20,2017,12,672.09,744,0.3011155913978495
21,2018,1,558.35,744,0.2501568100358423
22,2018,2,507.16999999999996,672,0.25157242063492063
23,2018,3,456.91,744,0.20470878136200718
24,2018,4,120.71072890829998,720,0.05588459671680555
25,2018,5,152.5786832448,744,0.06835962510967743
26,2018,6,240.1933235061,720,0.11120061273430555
27,2018,7,272.2474390975,744,0.121974659093862
28,2018,8,355.4952528145,744,0.1592720666731631
29,2018,9,428.1384973676,720,0.1982122672998148
30,2018,10,515.4000709049001,744,0.230914010262052
31,2018,11,571.4452215504,720,0.26455797294
32,2018,12,456.47894537049996,744,0.20451565652800177
33,2019,1,427.7862967914,744,0.19166052723629032
34,2019,2,222.360736464,672,0.11029798435714286
35,2019,3,24.1927614854,96,0.08400264404652777
