,year_ms,month_ms,generacion,tot_hr,fp
0,2016,1,2205.1726,744,0.39435094021642714
1,2016,2,1818.4859000000001,696,0.34762734136524076
2,2016,3,1958.0638999999999,744,0.3501604998941326
3,2016,4,1556.3028,720,0.2875906954053574
4,2016,5,1526.5082,744,0.27298540890544615
5,2016,6,1303.9400999999998,720,0.24095634867837495
6,2016,7,1454.5001,744,0.2601082028589904
7,2016,8,1741.9542,744,0.3115136096757025
8,2016,9,1920.2961999999998,720,0.3548533868487966
9,2016,10,2186.4137,744,0.3909962867745941
10,2016,11,2178.5373,720,0.4025740087812666
11,2016,12,2181.1207,744,0.390049739766634
12,2017,1,1900.3693,744,0.33984297656039875
13,2017,2,1792.7884999999999,672,0.35495476713170626
14,2017,3,1903.667,744,0.3404327041379823
15,2017,4,1691.8969,720,0.3126472599195789
16,2017,5,1303.0311,720,0.24078837369167994
17,2017,6,1352.8818,720,0.25000033262373605
18,2017,7,1494.0542,744,0.2671816612016229
19,2017,8,1726.5295999999998,744,0.3087552289881943
20,2017,9,1777.5882,720,0.328482237892496
21,2017,10,2201.7026,744,0.3937304002357694
22,2017,11,2209.2670000000003,720,0.4082525796818639
23,2017,12,2191.469,744,0.3919003258997293
24,2018,1,2169.7392,744,0.38801438651307313
25,2018,2,1753.3482,672,0.3471459695506728
26,2018,3,1953.8471,744,0.34940640969515924
27,2018,4,1572.2587,720,0.29053920155520074
28,2018,5,1556.2259,744,0.27829982417437776
29,2018,6,1235.1928,720,0.2282524688072852
30,2018,7,1255.8548999999998,744,0.22458448857491112
31,2018,8,1668.8876,744,0.2984471121106514
32,2018,9,1932.9219,720,0.3571865021287919
33,2018,10,2114.5946000000004,744,0.37815287959163824
34,2018,11,2198.3152,720,0.40622878599727985
35,2018,12,2188.2163,744,0.39131864567059804
36,2019,1,1877.8892,744,0.33582286105054737
37,2019,2,1624.9654,672,0.32172741801616866
38,2019,3,202.41070000000002,72,0.3740366847022648
