,year_ms,month_ms,generacion,tot_hr,fp
0,2016,3,784.1000000000001,264,0.04280264818526817
1,2016,4,4338.1,432,0.14471679129771076
2,2016,5,10843.6379369847,744,0.21004153586059277
3,2016,6,10044.889195325999,720,0.2010554113490176
4,2016,7,10987.266807904001,744,0.21282363065360663
5,2016,8,13939.1,744,0.27000071281691296
6,2016,9,16514.57,720,0.3305505516324798
7,2016,10,20695.29,744,0.40086828073209396
8,2016,11,18563.46,720,0.37156050343469277
9,2016,12,19747.2,744,0.382503753910808
10,2017,1,18464.18,744,0.3576516246802009
11,2017,2,16506.16,672,0.3539809496359431
12,2017,3,15430.300000000001,744,0.2988852938122843
13,2017,4,13019.970000000001,720,0.260603713311236
14,2017,5,9810.970000000001,744,0.19003873230160834
15,2017,6,8474.73,720,0.16962758802901473
16,2017,7,10414.509999999998,744,0.20172931707490926
17,2017,8,10436.300000000001,744,0.20215138991550022
18,2017,9,11754.84,720,0.23528126050823844
19,2017,10,14236.35,744,0.2757584526914262
20,2017,11,15199.15,720,0.3042215096635762
21,2017,12,15145.92,744,0.29337684615706455
22,2018,1,16241.87,744,0.3146054248466281
23,2018,2,15938.820000000002,672,0.34181412513124576
24,2018,3,18535.25,744,0.3590282523433856
25,2018,4,13906.990000000002,720,0.278358032697635
26,2018,5,12662.740000000002,744,0.24527758795153468
27,2018,6,11635.49,720,0.2328923876319034
28,2018,7,11679.93,744,0.22624053386887577
29,2018,8,11776.3,744,0.2281072231597314
30,2018,9,17971.79,720,0.3597178187699156
31,2018,10,20182.95,744,0.3909442422213854
32,2018,11,21116.29,720,0.4226571632159613
33,2018,12,22666.11,744,0.43904311302641913
34,2019,1,21783.480000000003,744,0.4219465480291387
35,2019,2,18264.03,672,0.3916791478805097
36,2019,3,2650.23,96,0.39784641158668393
