,year_ms,month_ms,generacion,tot_hr,fp
0,2016,4,0.0,48,0.0
1,2016,5,1956.1542252230001,744,0.02528114951952802
2,2016,6,10386.51,720,0.13870873397435898
3,2016,7,15391.98,744,0.19892447270471464
4,2016,8,8279.800000000001,744,0.10700734077750208
5,2016,9,15541.500000000004,720,0.2075520833333334
6,2016,10,15932.499999999998,744,0.20591010132340776
7,2016,11,22627.6,720,0.302184829059829
8,2016,12,20197.899999999998,744,0.2610357216708023
9,2017,1,20875.0,744,0.2697864971050455
10,2017,2,21157.9,672,0.30274009844322347
11,2017,3,19387.7,744,0.25056477460711335
12,2017,4,17594.1,720,0.2349639423076923
13,2017,5,13273.869999999999,744,0.1715502222911497
14,2017,6,14757.4,720,0.19708066239316238
15,2017,7,19017.8,744,0.24578422249793216
16,2017,8,21792.8,744,0.2816480562448304
17,2017,9,18834.4,720,0.2515277777777778
18,2017,10,20568.2,744,0.2658214433416046
19,2017,11,24069.0,720,0.32143429487179487
20,2017,12,27170.1,744,0.35114376550868487
21,2018,1,27215.1,744,0.35172534119106696
22,2018,2,23427.6,672,0.33521634615384616
23,2018,3,28360.3,744,0.36652579611248964
24,2018,4,21433.0,720,0.28623130341880343
25,2018,5,18722.0,744,0.2419613316790736
26,2018,6,16448.04,720,0.21965865384615385
27,2018,7,16533.18,744,0.21367323200992555
28,2018,8,16623.91,744,0.21484581782464846
29,2018,9,24992.780000000002,720,0.3337711004273505
30,2018,10,29673.100000000002,744,0.38349229735318446
31,2018,11,32295.0,720,0.4312900641025641
32,2018,12,31003.800000000003,744,0.4006901364764268
33,2019,1,31047.199999999997,744,0.4012510339123242
34,2019,2,26259.5,672,0.3757368933150183
35,2019,3,3791.1000000000004,96,0.3797175480769231
