,year_ms,month_ms,generacion,tot_hr,fp
0,2018,5,18.4348858704,384,0.01600250509583333
1,2018,6,149.1030760824,408,0.12181623862941177
2,2018,7,273.2741416675,648,0.1405731181417181
3,2018,8,436.13461470999994,744,0.19540081304211468
4,2018,9,455.02724048389996,720,0.21066075948328702
5,2018,10,619.5189482678,744,0.27756225280815416
6,2018,11,784.2454387526,720,0.36307659201509257
7,2018,12,924.0445996569999,744,0.4139984765488351
8,2019,1,942.2346395119,744,0.42214813598203405
9,2019,2,771.454974795,672,0.3826661581324405
10,2019,3,81.4576394459,96,0.2828390258538194
