,year_ms,month_ms,generacion,tot_hr,fp
0,2014,1,3941.3299999999995,432,0.09031329513041055
1,2014,2,15649.88,672,0.23053367555693827
2,2014,3,20698.1,744,0.27539127778380945
3,2014,4,18459.9,720,0.25379875272223323
4,2014,5,14089.5,744,0.18746287863789352
5,2014,6,13978.5,720,0.19218554081699996
6,2014,7,15274.0,744,0.20322282609852624
7,2014,8,18305.0,744,0.2435507288027709
8,2014,9,20775.6,720,0.285636507622253
9,2014,10,24811.699999999997,744,0.33012333339719807
10,2014,11,23634.8,720,0.3249466552277877
11,2014,12,28879.4,744,0.3842446827307699
12,2015,1,25645.5,720,0.3525910710750347
13,2015,2,22840.2,672,0.3364521169782504
14,2015,3,18644.4,744,0.24806649593501132
15,2015,4,18519.4,720,0.25461679755383976
16,2015,5,15552.1,744,0.20692298767624
17,2015,6,13997.0,720,0.19243989089069272
18,2015,7,14065.599999999999,744,0.18714488560766207
19,2015,8,15644.8,744,0.20815637486881125
20,2015,9,21846.300000000003,720,0.3003571899953805
21,2015,10,24195.2,744,0.32192070983495236
22,2015,11,26071.7,720,0.358450746826811
23,2015,12,29424.6,744,0.39149864926140465
24,2016,1,27702.4,744,0.3685845238779504
25,2016,2,24305.4,696,0.3456894844994846
26,2016,3,22814.2,744,0.30354630084961354
27,2016,4,16458.4,720,0.2262808244792011
28,2016,5,11180.64199,744,0.14876009315200014
29,2016,6,11480.5,720,0.1578414065421589
30,2016,7,13425.2,744,0.17862426901518494
31,2016,8,17501.6,744,0.23286137313382
32,2016,9,21770.1,720,0.29930954266481885
33,2016,10,23804.8,744,0.3167263801695821
34,2016,11,22723.1,720,0.31241200862315494
35,2016,12,22529.5,744,0.2997583252970242
36,2017,1,22309.800000000003,744,0.2968351843454826
37,2017,2,21178.1,672,0.3119682217571249
38,2017,3,19630.1,744,0.26118138003120855
39,2017,4,18587.300000000003,720,0.2555503310675554
40,2017,5,12908.2,744,0.17174550764992777
41,2017,6,11547.8,720,0.1587666908642953
42,2017,7,14419.24,744,0.19185011804327048
43,2017,8,16449.7,744,0.21886568825932481
44,2017,9,20865.66,720,0.2868747112782947
45,2017,10,24296.36,744,0.32326665857713693
46,2017,11,24860.5,720,0.34179837875888164
47,2017,12,28275.05,744,0.3762037167131815
48,2018,1,21804.41,744,0.2901108957451202
49,2018,2,19605.28,672,0.2887994833649159
50,2018,3,18946.91,744,0.2520914361682878
51,2018,4,18984.19,720,0.2610070338106866
52,2018,5,16157.38,744,0.2149763274811972
53,2018,6,14054.73,720,0.1932336006071405
54,2018,7,13919.82,744,0.18520526117472746
55,2018,8,19039.484278165,744,0.2533231506132742
56,2018,9,21485.199999999997,720,0.29539255152995003
57,2018,10,25476.0,744,0.3389619430199067
58,2018,11,28134.5,720,0.3868114674761874
59,2018,12,29272.39,744,0.38947347272870486
60,2019,1,27751.4,744,0.3692364761156633
61,2019,2,23236.6,672,0.34229136616040196
62,2019,3,3287.0,96,0.3389386590114169
