,year_ms,month_ms,generacion,tot_hr,fp
0,2014,5,30.0,72,0.013016765594085183
1,2014,6,999.0,720,0.04334582942830366
2,2014,7,1906.0,744,0.0800321136204076
3,2014,8,3170.0,744,0.13310692559112913
4,2014,9,4281.0,720,0.18574924502759557
5,2014,10,4021.0,744,0.16884004662521457
6,2014,11,4069.0,720,0.17655073067444205
7,2014,12,7113.0,744,0.29867178603460615
8,2015,1,7034.7,744,0.2953840029829388
9,2015,2,6271.3,672,0.2915430073935229
10,2015,3,4730.6,744,0.1986358429657399
11,2015,4,806.4000000000001,720,0.03498906591690098
12,2015,5,2558.5,744,0.10743030571763529
13,2015,6,2255.7,720,0.09787306050192648
14,2015,7,2593.2,744,0.10888734367284417
15,2015,8,2446.7,744,0.10273587219047811
16,2015,9,3944.0,720,0.1711270783435732
17,2015,10,4966.299999999999,744,0.20853278377388784
18,2015,11,4302.8,720,0.1866951299940991
19,2015,12,4211.0,744,0.17681806424739582
20,2016,1,4487.0,744,0.1884071845827749
21,2016,2,4307.2,696,0.19333038885118514
22,2016,3,4457.8,744,0.18718108924294494
23,2016,4,3392.6,720,0.14720226318164464
24,2016,5,2621.0961940261,744,0.11005869276511793
25,2016,6,2465.9233926141997,720,0.10699448924876774
26,2016,7,3626.2768230340002,744,0.1522657915635403
27,2016,8,4370.19,744,0.1835023833277907
28,2016,9,5150.4400000000005,720,0.22347356728800033
29,2016,10,4796.9400000000005,744,0.20142143080287414
30,2016,11,5272.030000000001,720,0.22874926238328305
31,2016,12,5869.12,744,0.24644180414050718
32,2017,1,5751.09,744,0.24148577561447535
33,2017,2,5060.47,672,0.23525339923535804
34,2017,3,5692.86,744,0.23904072316110891
35,2017,4,4652.86,720,0.2018839598736506
36,2017,5,2468.61,744,0.10365586359101492
37,2017,6,3072.4399999999996,720,0.13331077093963692
38,2017,7,4345.35,744,0.1824593624976066
39,2017,8,4818.42,744,0.2023233666898449
40,2017,9,5073.06,720,0.2201161095490993
41,2017,10,5967.759999999999,744,0.2505836549734122
42,2017,11,5841.14,720,0.2534425006074491
43,2017,12,6181.48,744,0.2595576651113731
44,2018,1,5705.040000000001,744,0.23955215608025723
45,2018,2,5439.31,672,0.2528650830841553
46,2018,3,6217.32,744,0.2610625711723151
47,2018,4,5366.87,720,0.23286429587975982
48,2018,5,4983.47,744,0.20925374462953447
49,2018,6,4297.0599999999995,720,0.18644607587906556
50,2018,7,4561.3,744,0.1915270093687121
51,2018,8,4324.79,744,0.18159605701175371
52,2018,9,6264.29,720,0.27180264847790625
53,2018,10,6718.049999999999,744,0.28208800677207724
54,2018,11,6858.62,720,0.2975901627963484
55,2018,12,6826.139999999999,744,0.28662665900776974
56,2019,1,6506.820000000001,744,0.2732185506545334
57,2019,2,5498.08,672,0.25559720920545664
58,2019,3,789.62,96,0.25695746121003854
