,year_ms,month_ms,generacion,tot_hr,fp
0,2018,5,484.43885739410007,384,0.14017328049597802
1,2018,6,516.4217761645,408,0.14063773860688997
2,2018,7,866.8525166682,648,0.1486372628031893
3,2018,8,1303.1908436866,744,0.19462228848366186
4,2018,9,1344.2441018521,720,0.20744507744631172
5,2018,10,1863.7679686707002,744,0.2783404971133065
6,2018,11,2516.495834517,720,0.3883481226106481
7,2018,12,2770.5151926481,744,0.41375674920073174
8,2019,1,2756.4845284368,744,0.41166136924086016
9,2019,2,2255.6119042841,672,0.37295170375067793
10,2019,3,238.3628297779,96,0.2758829048355324
