,year_ms,month_ms,generacion,tot_hr,fp
0,2017,7,1778.7302000000002,696,0
1,2017,8,2461.8707999999997,744,0
2,2017,9,2666.8601,720,0
3,2017,10,2985.7239,744,0
4,2017,11,3013.0506,720,0
5,2017,12,3073.8076,744,0
6,2018,1,2932.5239,744,0
7,2018,2,2338.1111,672,0
8,2018,3,2626.2708000000002,744,0
9,2018,4,2116.201,720,0
10,2018,5,2101.4105999999997,744,0
11,2018,6,1796.1404000000002,720,0
12,2018,7,1816.4625,744,0
13,2018,8,2397.2374999999997,744,0
14,2018,9,2729.0213000000003,720,0
15,2018,10,2926.4318,744,0
16,2018,11,3050.5807,720,0
17,2018,12,3061.9093999999996,744,0
18,2019,1,2698.465,720,0
19,2019,2,2290.5451000000003,672,0
20,2019,3,283.7107,72,0
