,id_central,central_nombre,fecha,hora,generacion,energia_ernc,tipo_central
87936,319,LUZ DEL NORTE,2015-07-14,1,0.0,0.0,Solar
87937,319,LUZ DEL NORTE,2015-07-14,2,0.0,0.0,Solar
87938,319,LUZ DEL NORTE,2015-07-14,3,0.0,0.0,Solar
87939,319,LUZ DEL NORTE,2015-07-14,4,0.0,0.0,Solar
87940,319,LUZ DEL NORTE,2015-07-14,5,0.0,0.0,Solar
87941,319,LUZ DEL NORTE,2015-07-14,6,0.0,0.0,Solar
87942,319,LUZ DEL NORTE,2015-07-14,7,0.0,0.0,Solar
87943,319,LUZ DEL NORTE,2015-07-14,8,0.1,0.1,Solar
87944,319,LUZ DEL NORTE,2015-07-14,9,8.4,8.4,Solar
87945,319,LUZ DEL NORTE,2015-07-14,10,24.8,24.8,Solar
87946,319,LUZ DEL NORTE,2015-07-14,11,25.1,25.1,Solar
87947,319,LUZ DEL NORTE,2015-07-14,12,22.8,22.8,Solar
87948,319,LUZ DEL NORTE,2015-07-14,13,28.3,28.3,Solar
87949,319,LUZ DEL NORTE,2015-07-14,14,28.4,28.4,Solar
87950,319,LUZ DEL NORTE,2015-07-14,15,24.8,24.8,Solar
87951,319,LUZ DEL NORTE,2015-07-14,16,27.7,27.7,Solar
87952,319,LUZ DEL NORTE,2015-07-14,17,29.0,29.0,Solar
87953,319,LUZ DEL NORTE,2015-07-14,18,26.0,26.0,Solar
87954,319,LUZ DEL NORTE,2015-07-14,19,8.3,8.3,Solar
87955,319,LUZ DEL NORTE,2015-07-14,20,0.0,0.0,Solar
87956,319,LUZ DEL NORTE,2015-07-14,21,0.0,0.0,Solar
87957,319,LUZ DEL NORTE,2015-07-14,22,0.0,0.0,Solar
87958,319,LUZ DEL NORTE,2015-07-14,23,0.0,0.0,Solar
87959,319,LUZ DEL NORTE,2015-07-14,24,0.0,0.0,Solar
