,year_ms,month_ms,generacion,tot_hr,fp
0,2015,1,2970.7,72,0.29253915358921034
1,2015,7,253.7,24,0.07494918699186992
2,2015,8,151.6,312,0.003445103771252382
3,2015,9,5923.7,720,0.058333530282977254
4,2015,10,18221.5,744,0.1736476420934502
5,2015,11,23217.4,720,0.22863293313165695
6,2015,12,36499.3,744,0.3478318131362109
7,2016,1,31544.0,744,0.30060868875755525
8,2016,2,26459.6,696,0.26954528266212896
9,2016,3,11198.699999999999,744,0.10672161180539037
10,2016,4,11709.4,720,0.1153081080229407
11,2016,5,13086.920000000002,744,0.12471601131990318
12,2016,6,12179.5,720,0.11993740940316382
13,2016,7,18714.54,744,0.17834622527583116
14,2016,8,24439.62,744,0.2329052156331766
15,2016,9,31517.17,720,0.3103647704354951
16,2016,10,34360.3,744,0.3274475249910039
17,2016,11,30104.3,720,0.29645155826558267
18,2016,12,28661.620000000003,744,0.2731401219207241
19,2017,1,28288.88,744,0.2695879762623583
20,2017,2,25654.2,672,0.27067422615671344
21,2017,3,27806.100000000002,744,0.26498716904835967
22,2017,4,23159.9,720,0.22806670290540118
23,2017,5,16258.400000000001,744,0.154939649546533
24,2017,6,16252.93,720,0.16005043880380668
25,2017,7,21250.1,744,0.20250965942705187
26,2017,8,21616.49,744,0.20600129071902124
27,2017,9,26678.82,720,0.26271920495367745
28,2017,10,26632.370000000003,744,0.25380173168292075
29,2017,11,29917.33,720,0.29461037451944294
30,2017,12,36780.97,744,0.35051607795241496
31,2018,1,38170.72,744,0.36376014735391166
32,2018,2,31901.76,672,0.3365914431569565
33,2018,3,35839.03999999999,744,0.3415396532059844
34,2018,4,28045.579999999998,720,0.27617834971954375
35,2018,5,23006.17,744,0.21924469303301433
36,2018,6,20355.54,720,0.20045081773492157
37,2018,7,21105.329999999998,744,0.201130027171427
38,2018,8,28423.33,744,0.27086926076031204
39,2018,9,32454.84,720,0.31959845906598605
40,2018,10,38964.020000000004,744,0.3713201547338055
41,2018,11,43496.700000000004,720,0.42833297882397436
42,2018,12,44461.75,744,0.42371254017772736
43,2019,1,41359.31,744,0.39414684082606016
44,2019,2,35038.296,672,0.36968463860303064
45,2019,3,5072.9400000000005,96,0.3746676474758934
