,year_ms,month_ms,generacion,tot_hr,fp
0,2016,3,0.0,264,0.0
1,2016,4,4.8,552,0.005683432793407217
2,2016,5,104.65516635253937,744,0.09193826547239738
3,2016,6,188.724910220144,720,0.1713189090596805
4,2016,7,204.95660357564,744,0.18005183390930496
5,2016,8,308.03999999999996,744,0.27060931899641577
6,2016,9,414.58000000000004,720,0.37634350036310826
7,2016,10,454.53999999999996,744,0.3993077517745449
8,2016,11,498.9,720,0.45288671023965144
9,2016,12,522.24,744,0.4587813620071685
10,2017,1,501.51,744,0.44057031414716424
11,2017,2,430.55999999999995,672,0.418767507002801
12,2017,3,437.39,744,0.38424168950734416
13,2017,4,342.53,720,0.31093863471314453
14,2017,5,230.04000000000002,744,0.20208728652751426
15,2017,6,220.18,720,0.1998729121278141
16,2017,7,259.13,744,0.2276424906880315
17,2017,8,303.69,744,0.2667878979548809
18,2017,9,362.46,720,0.32903050108932463
19,2017,10,470.92,744,0.4136973785930143
20,2017,11,388.48,720,0.3526506899055919
21,2017,12,507.6,744,0.44592030360531315
22,2018,1,503.71000000000004,744,0.44250298685782563
23,2018,2,429.05,672,0.41729886399004046
24,2018,3,411.82000000000005,744,0.36177876168388506
25,2018,4,315.95000000000005,720,0.2868100944081337
26,2018,5,248.45999999999998,744,0.21826902804132406
27,2018,6,236.41,720,0.2146060275962237
28,2018,7,263.84000000000003,744,0.23178016726403827
29,2018,8,315.99,744,0.27759329538266925
30,2018,9,375.24,720,0.34063180827886713
31,2018,10,421.46000000000004,744,0.37024738210696473
32,2018,11,510.6,720,0.4635076252723312
33,2018,12,527.5899999999999,744,0.46348127064445843
34,2019,1,533.03,744,0.4682602431653665
35,2019,2,432.37,672,0.4205279333955804
36,2019,3,59.730000000000004,96,0.4066584967320262
